boroughs,age,ageValue,occupation,occupationValue
Southwark,age23,5768,service,12816
Southwark,age23,5768,sales,8705
Southwark,age23,5768,manual,5990
Southwark,age23,5768,elementary,16833
Southwark,age24,6368,management,23109
Southwark,age24,6368,professional,51143
Southwark,age24,6368,technical,28878
Southwark,age24,6368,admin,11443
Southwark,age24,6368,skilledTrade,8030
Southwark,age24,6368,service,12816
Southwark,age24,6368,sales,8705
Southwark,age24,6368,manual,5990
Southwark,age24,6368,elementary,16833
Southwark,age25,7197,management,23109
Southwark,age25,7197,professional,51143
Southwark,age25,7197,technical,28878
Southwark,age25,7197,admin,11443
Southwark,age25,7197,skilledTrade,8030
Southwark,age25,7197,service,12816
Southwark,age25,7197,sales,8705
Southwark,age25,7197,manual,5990
Southwark,age25,7197,elementary,16833
Southwark,age26,7349,management,23109
Southwark,age26,7349,professional,51143
Southwark,age26,7349,technical,28878
Southwark,age26,7349,admin,11443
Southwark,age26,7349,skilledTrade,8030
Southwark,age26,7349,service,12816
Southwark,age26,7349,sales,8705
Southwark,age26,7349,manual,5990
Southwark,age26,7349,elementary,16833
Southwark,age27,7897,management,23109
Southwark,age27,7897,professional,51143
Southwark,age27,7897,technical,28878
Southwark,age27,7897,admin,11443
Southwark,age27,7897,skilledTrade,8030
Southwark,age27,7897,service,12816
Southwark,age27,7897,sales,8705
Southwark,age27,7897,manual,5990
Southwark,age27,7897,elementary,16833
Southwark,age28,7938,management,23109
Southwark,age28,7938,professional,51143
Southwark,age28,7938,technical,28878
Southwark,age28,7938,admin,11443
Southwark,age28,7938,skilledTrade,8030
Southwark,age28,7938,service,12816
Southwark,age28,7938,sales,8705
Southwark,age28,7938,manual,5990
Southwark,age28,7938,elementary,16833
Southwark,age29,7884,management,23109
Southwark,age29,7884,professional,51143
Southwark,age29,7884,technical,28878
Southwark,age29,7884,admin,11443
Southwark,age29,7884,skilledTrade,8030
Southwark,age29,7884,service,12816
Southwark,age29,7884,sales,8705
Southwark,age29,7884,manual,5990
Southwark,age29,7884,elementary,16833
Southwark,age30,7592,management,23109
Southwark,age30,7592,professional,51143
Southwark,age30,7592,technical,28878
Southwark,age30,7592,admin,11443
Southwark,age30,7592,skilledTrade,8030
Southwark,age30,7592,service,12816
Southwark,age30,7592,sales,8705
Southwark,age30,7592,manual,5990
Southwark,age30,7592,elementary,16833
Southwark,age31,7642,management,23109
Southwark,age31,7642,professional,51143
Southwark,age31,7642,technical,28878
Southwark,age31,7642,admin,11443
Southwark,age31,7642,skilledTrade,8030
Southwark,age31,7642,service,12816
Southwark,age31,7642,sales,8705
Southwark,age31,7642,manual,5990
Southwark,age31,7642,elementary,16833
Southwark,age32,7382,management,23109
Southwark,age32,7382,professional,51143
Southwark,age32,7382,technical,28878
Southwark,age32,7382,admin,11443
Southwark,age32,7382,skilledTrade,8030
Southwark,age32,7382,service,12816
Southwark,age32,7382,sales,8705
Southwark,age32,7382,manual,5990
Southwark,age32,7382,elementary,16833
Southwark,age33,6531,management,23109
Southwark,age33,6531,professional,51143
Southwark,age33,6531,technical,28878
Southwark,age33,6531,admin,11443
Southwark,age33,6531,skilledTrade,8030
Southwark,age33,6531,service,12816
Southwark,age33,6531,sales,8705
Southwark,age33,6531,manual,5990
Southwark,age33,6531,elementary,16833
Southwark,age34,5812,management,23109
Southwark,age34,5812,professional,51143
Southwark,age34,5812,technical,28878
Southwark,age34,5812,admin,11443
Southwark,age34,5812,skilledTrade,8030
Southwark,age34,5812,service,12816
Southwark,age34,5812,sales,8705
Southwark,age34,5812,manual,5990
Southwark,age34,5812,elementary,16833
Southwark,age35,5919,management,23109
Southwark,age35,5919,professional,51143
Southwark,age35,5919,technical,28878
Southwark,age35,5919,admin,11443
Southwark,age35,5919,skilledTrade,8030
Southwark,age35,5919,service,12816
Southwark,age35,5919,sales,8705
Southwark,age35,5919,manual,5990
Southwark,age35,5919,elementary,16833
Southwark,age36,5456,management,23109
Southwark,age36,5456,professional,51143
Southwark,age36,5456,technical,28878
Southwark,age36,5456,admin,11443
Southwark,age36,5456,skilledTrade,8030
Southwark,age36,5456,service,12816
Southwark,age36,5456,sales,8705
Southwark,age36,5456,manual,5990
Southwark,age36,5456,elementary,16833
Southwark,age37,5302,management,23109
Southwark,age37,5302,professional,51143
Southwark,age37,5302,technical,28878
Southwark,age37,5302,admin,11443
Southwark,age37,5302,skilledTrade,8030
Southwark,age37,5302,service,12816
Southwark,age37,5302,sales,8705
Southwark,age37,5302,manual,5990
Southwark,age37,5302,elementary,16833
Southwark,age38,4964,management,23109
Southwark,age38,4964,professional,51143
Southwark,age38,4964,technical,28878
Southwark,age38,4964,admin,11443
Southwark,age38,4964,skilledTrade,8030
Southwark,age38,4964,service,12816
Southwark,age38,4964,sales,8705
Southwark,age38,4964,manual,5990
Southwark,age38,4964,elementary,16833
Southwark,age39,4894,management,23109
Southwark,age39,4894,professional,51143
Southwark,age39,4894,technical,28878
Southwark,age39,4894,admin,11443
Southwark,age39,4894,skilledTrade,8030
Southwark,age39,4894,service,12816
Southwark,age39,4894,sales,8705
Southwark,age39,4894,manual,5990
Southwark,age39,4894,elementary,16833
Southwark,age40,4674,management,23109
Southwark,age40,4674,professional,51143
Southwark,age40,4674,technical,28878
Southwark,age40,4674,admin,11443
Southwark,age40,4674,skilledTrade,8030
Southwark,age40,4674,service,12816
Southwark,age40,4674,sales,8705
Southwark,age40,4674,manual,5990
Southwark,age40,4674,elementary,16833
Southwark,age41,4578,management,23109
Southwark,age41,4578,professional,51143
Southwark,age41,4578,technical,28878
Southwark,age41,4578,admin,11443
Southwark,age41,4578,skilledTrade,8030
Southwark,age41,4578,service,12816
Southwark,age41,4578,sales,8705
Southwark,age41,4578,manual,5990
Southwark,age41,4578,elementary,16833
Southwark,age42,4350,management,23109
Southwark,age42,4350,professional,51143
Southwark,age42,4350,technical,28878
Southwark,age42,4350,admin,11443
Southwark,age42,4350,skilledTrade,8030
Southwark,age42,4350,service,12816
Southwark,age42,4350,sales,8705
Southwark,age42,4350,manual,5990
Southwark,age42,4350,elementary,16833
Southwark,age43,4063,management,23109
Southwark,age43,4063,professional,51143
Southwark,age43,4063,technical,28878
Southwark,age43,4063,admin,11443
Southwark,age43,4063,skilledTrade,8030
Southwark,age43,4063,service,12816
Southwark,age43,4063,sales,8705
Southwark,age43,4063,manual,5990
Southwark,age43,4063,elementary,16833
Southwark,age44,4190,management,23109
Southwark,age44,4190,professional,51143
Southwark,age44,4190,technical,28878
Southwark,age44,4190,admin,11443
Southwark,age44,4190,skilledTrade,8030
Southwark,age44,4190,service,12816
Southwark,age44,4190,sales,8705
Southwark,age44,4190,manual,5990
Southwark,age44,4190,elementary,16833
Southwark,age45,4184,management,23109
Southwark,age45,4184,professional,51143
Southwark,age45,4184,technical,28878
Southwark,age45,4184,admin,11443
Southwark,age45,4184,skilledTrade,8030
Southwark,age45,4184,service,12816
Southwark,age45,4184,sales,8705
Southwark,age45,4184,manual,5990
Southwark,age45,4184,elementary,16833
Southwark,age46,4038,management,23109
Southwark,age46,4038,professional,51143
Southwark,age46,4038,technical,28878
Southwark,age46,4038,admin,11443
Southwark,age46,4038,skilledTrade,8030
Southwark,age46,4038,service,12816
Southwark,age46,4038,sales,8705
Southwark,age46,4038,manual,5990
Southwark,age46,4038,elementary,16833
Southwark,age47,3879,management,23109
Southwark,age47,3879,professional,51143
Southwark,age47,3879,technical,28878
Southwark,age47,3879,admin,11443
Southwark,age47,3879,skilledTrade,8030
Southwark,age47,3879,service,12816
Southwark,age47,3879,sales,8705
Southwark,age47,3879,manual,5990
Southwark,age47,3879,elementary,16833
Southwark,age48,4061,management,23109
Southwark,age48,4061,professional,51143
Southwark,age48,4061,technical,28878
Southwark,age48,4061,admin,11443
Southwark,age48,4061,skilledTrade,8030
Southwark,age48,4061,service,12816
Southwark,age48,4061,sales,8705
Southwark,age48,4061,manual,5990
Southwark,age48,4061,elementary,16833
Southwark,age49,3753,management,23109
Southwark,age49,3753,professional,51143
Southwark,age49,3753,technical,28878
Southwark,age49,3753,admin,11443
Southwark,age49,3753,skilledTrade,8030
Southwark,age49,3753,service,12816
Southwark,age49,3753,sales,8705
Southwark,age49,3753,manual,5990
Southwark,age49,3753,elementary,16833
Southwark,age50,3980,management,23109
Southwark,age50,3980,professional,51143
Southwark,age50,3980,technical,28878
Southwark,age50,3980,admin,11443
Southwark,age50,3980,skilledTrade,8030
Southwark,age50,3980,service,12816
Southwark,age50,3980,sales,8705
Southwark,age50,3980,manual,5990
Southwark,age50,3980,elementary,16833
Southwark,age51,3945,management,23109
Southwark,age51,3945,professional,51143
Southwark,age51,3945,technical,28878
Southwark,age51,3945,admin,11443
Southwark,age51,3945,skilledTrade,8030
Southwark,age51,3945,service,12816
Southwark,age51,3945,sales,8705
Southwark,age51,3945,manual,5990
Southwark,age51,3945,elementary,16833
Southwark,age52,3930,management,23109
Southwark,age52,3930,professional,51143
Southwark,age52,3930,technical,28878
Southwark,age52,3930,admin,11443
Southwark,age52,3930,skilledTrade,8030
Southwark,age52,3930,service,12816
Southwark,age52,3930,sales,8705
Southwark,age52,3930,manual,5990
Southwark,age52,3930,elementary,16833
Southwark,age53,3787,management,23109
Southwark,age53,3787,professional,51143
Southwark,age53,3787,technical,28878
Southwark,age53,3787,admin,11443
Southwark,age53,3787,skilledTrade,8030
Southwark,age53,3787,service,12816
Southwark,age53,3787,sales,8705
Southwark,age53,3787,manual,5990
Southwark,age53,3787,elementary,16833
Southwark,age54,3916,management,23109
Southwark,age54,3916,professional,51143
Southwark,age54,3916,technical,28878
Southwark,age54,3916,admin,11443
Southwark,age54,3916,skilledTrade,8030
Southwark,age54,3916,service,12816
Southwark,age54,3916,sales,8705
Southwark,age54,3916,manual,5990
Southwark,age54,3916,elementary,16833
Southwark,age55,3686,management,23109
Southwark,age55,3686,professional,51143
Southwark,age55,3686,technical,28878
Southwark,age55,3686,admin,11443
Southwark,age55,3686,skilledTrade,8030
Southwark,age55,3686,service,12816
Southwark,age55,3686,sales,8705
Southwark,age55,3686,manual,5990
Southwark,age55,3686,elementary,16833
Southwark,age56,3687,management,23109
Southwark,age56,3687,professional,51143
Southwark,age56,3687,technical,28878
Southwark,age56,3687,admin,11443
Southwark,age56,3687,skilledTrade,8030
Southwark,age56,3687,service,12816
Southwark,age56,3687,sales,8705
Southwark,age56,3687,manual,5990
Southwark,age56,3687,elementary,16833
Southwark,age57,3560,management,23109
Southwark,age57,3560,professional,51143
Southwark,age57,3560,technical,28878
Southwark,age57,3560,admin,11443
Southwark,age57,3560,skilledTrade,8030
Southwark,age57,3560,service,12816
Southwark,age57,3560,sales,8705
Southwark,age57,3560,manual,5990
Southwark,age57,3560,elementary,16833
Southwark,age58,3482,management,23109
Southwark,age58,3482,professional,51143
Southwark,age58,3482,technical,28878
Southwark,age58,3482,admin,11443
Southwark,age58,3482,skilledTrade,8030
Southwark,age58,3482,service,12816
Southwark,age58,3482,sales,8705
Southwark,age58,3482,manual,5990
Southwark,age58,3482,elementary,16833
Southwark,age59,3154,management,23109
Southwark,age59,3154,professional,51143
Southwark,age59,3154,technical,28878
Southwark,age59,3154,admin,11443
Southwark,age59,3154,skilledTrade,8030
Southwark,age59,3154,service,12816
Southwark,age59,3154,sales,8705
Southwark,age59,3154,manual,5990
Southwark,age59,3154,elementary,16833
Southwark,age60,3112,management,23109
Southwark,age60,3112,professional,51143
Southwark,age60,3112,technical,28878
Southwark,age60,3112,admin,11443
Southwark,age60,3112,skilledTrade,8030
Southwark,age60,3112,service,12816
Southwark,age60,3112,sales,8705
Southwark,age60,3112,manual,5990
Southwark,age60,3112,elementary,16833
Southwark,age61,2833,management,23109
Southwark,age61,2833,professional,51143
Southwark,age61,2833,technical,28878
Southwark,age61,2833,admin,11443
Southwark,age61,2833,skilledTrade,8030
Southwark,age61,2833,service,12816
Southwark,age61,2833,sales,8705
Southwark,age61,2833,manual,5990
Southwark,age61,2833,elementary,16833
Southwark,age62,2576,management,23109
Southwark,age62,2576,professional,51143
Southwark,age62,2576,technical,28878
Southwark,age62,2576,admin,11443
Southwark,age62,2576,skilledTrade,8030
Southwark,age62,2576,service,12816
Southwark,age62,2576,sales,8705
Southwark,age62,2576,manual,5990
Southwark,age62,2576,elementary,16833
Southwark,age63,2378,management,23109
Southwark,age63,2378,professional,51143
Southwark,age63,2378,technical,28878
Southwark,age63,2378,admin,11443
Southwark,age63,2378,skilledTrade,8030
Southwark,age63,2378,service,12816
Southwark,age63,2378,sales,8705
Southwark,age63,2378,manual,5990
Southwark,age63,2378,elementary,16833
Southwark,age64,2247,management,23109
Southwark,age64,2247,professional,51143
Southwark,age64,2247,technical,28878
Southwark,age64,2247,admin,11443
Southwark,age64,2247,skilledTrade,8030
Southwark,age64,2247,service,12816
Southwark,age64,2247,sales,8705
Southwark,age64,2247,manual,5990
Southwark,age64,2247,elementary,16833
Sutton,age16,2569,management,14604
Sutton,age16,2569,professional,25047
Sutton,age16,2569,technical,14218
Sutton,age16,2569,admin,11239
Sutton,age16,2569,skilledTrade,10383
Sutton,age16,2569,service,9022
Sutton,age16,2569,sales,6802
Sutton,age16,2569,manual,5380
Sutton,age16,2569,elementary,7527
Sutton,age17,2506,management,14604
Sutton,age17,2506,professional,25047
Sutton,age17,2506,technical,14218
Sutton,age17,2506,admin,11239
Sutton,age17,2506,skilledTrade,10383
Sutton,age17,2506,service,9022
Sutton,age17,2506,sales,6802
Sutton,age17,2506,manual,5380
Sutton,age17,2506,elementary,7527
Sutton,age18,2133,management,14604
Sutton,age18,2133,professional,25047
Sutton,age18,2133,technical,14218
Sutton,age18,2133,admin,11239
Sutton,age18,2133,skilledTrade,10383
Sutton,age18,2133,service,9022
Sutton,age18,2133,sales,6802
Sutton,age18,2133,manual,5380
Sutton,age18,2133,elementary,7527
Sutton,age19,1566,management,14604
Sutton,age19,1566,professional,25047
Sutton,age19,1566,technical,14218
Sutton,age19,1566,admin,11239
Sutton,age19,1566,skilledTrade,10383
Sutton,age19,1566,service,9022
Sutton,age19,1566,sales,6802
Sutton,age19,1566,manual,5380
Sutton,age19,1566,elementary,7527
Sutton,age20,1602,management,14604
Sutton,age20,1602,professional,25047
Sutton,age20,1602,technical,14218
Sutton,age20,1602,admin,11239
Sutton,age20,1602,skilledTrade,10383
Sutton,age20,1602,service,9022
Sutton,age20,1602,sales,6802
Sutton,age20,1602,manual,5380
Sutton,age20,1602,elementary,7527
Sutton,age21,1818,management,14604
Sutton,age21,1818,professional,25047
Sutton,age21,1818,technical,14218
Sutton,age21,1818,admin,11239
Sutton,age21,1818,skilledTrade,10383
Sutton,age21,1818,service,9022
Sutton,age21,1818,sales,6802
Sutton,age21,1818,manual,5380
Sutton,age21,1818,elementary,7527
Sutton,age22,1977,management,14604
Sutton,age22,1977,professional,25047
Sutton,age22,1977,technical,14218
Sutton,age22,1977,admin,11239
Sutton,age22,1977,skilledTrade,10383
Sutton,age22,1977,service,9022
Sutton,age22,1977,sales,6802
Sutton,age22,1977,manual,5380
Sutton,age22,1977,elementary,7527
Sutton,age23,2282,management,14604
Sutton,age23,2282,professional,25047
Sutton,age23,2282,technical,14218
Sutton,age23,2282,admin,11239
Sutton,age23,2282,skilledTrade,10383
Sutton,age23,2282,service,9022
Sutton,age23,2282,sales,6802
Sutton,age23,2282,manual,5380
Sutton,age23,2282,elementary,7527
Sutton,age24,2265,management,14604
Sutton,age24,2265,professional,25047
Sutton,age24,2265,technical,14218
Sutton,age24,2265,admin,11239
Sutton,age24,2265,skilledTrade,10383
Sutton,age24,2265,service,9022
Sutton,age24,2265,sales,6802
Sutton,age24,2265,manual,5380
Sutton,age24,2265,elementary,7527
